tmdb_id,title,release_year,runtime_minutes,genres,vote_average,vote_count,tmdb_url
330459,Rogue One: A Star Wars Story,2016,133,Action|Adventure|Science Fiction,7.503,15956,https://www.themoviedb.org/movie/330459
13353,"It's the Great Pumpkin, Charlie Brown",1966,25,Family|Animation|TV Movie|Comedy,7.502,436,https://www.themoviedb.org/movie/13353
966,The Magnificent Seven,1960,127,Western|Action|Adventure,7.502,1890,https://www.themoviedb.org/movie/966
10787,The Invisible Man,1933,71,Horror|Science Fiction,7.5,901,https://www.themoviedb.org/movie/10787
20875,Operation Y and Other Shurik's Adventures,1965,95,Comedy,7.501,491,https://www.themoviedb.org/movie/20875
11506,The Silence,1963,95,Drama|Romance,7.501,385,https://www.themoviedb.org/movie/11506
11113,My Fair Lady,1964,170,Music|Comedy|Romance,7.501,1378,https://www.themoviedb.org/movie/11113
9516,Menace II Society,1993,97,Drama|Crime|Thriller,7.501,835,https://www.themoviedb.org/movie/9516
4291,Kikujiro,1999,121,Comedy|Drama,7.501,566,https://www.themoviedb.org/movie/4291
3116,Midnight Cowboy,1969,113,Drama,7.5,1523,https://www.themoviedb.org/movie/3116
786,Almost Famous,2000,124,Drama|Music,7.501,2965,https://www.themoviedb.org/movie/786
648,Beauty and the Beast,1946,96,Drama|Fantasy|Romance,7.5,641,https://www.themoviedb.org/movie/648
269,Breathless,1960,90,Drama|Crime,7.5,1929,https://www.themoviedb.org/movie/269
916405,The Quiet Girl,2022,94,Drama,7.5,509,https://www.themoviedb.org/movie/916405
11841,The 36th Chamber of Shaolin,1978,115,Action|Adventure,7.5,466,https://www.themoviedb.org/movie/11841
10377,My Cousin Vinny,1992,120,Comedy|Drama,7.5,1725,https://www.themoviedb.org/movie/10377
1051,The French Connection,1971,104,Action|Crime|Thriller,7.5,2030,https://www.themoviedb.org/movie/1051
13528,Gaslight,1944,114,Thriller|Drama|Mystery|Crime,7.5,527,https://www.themoviedb.org/movie/13528
79,Hero,2002,99,Drama|Adventure|Action|History,7.5,2382,https://www.themoviedb.org/movie/79
76696,Sidewalls,2011,94,Drama|Romance,7.498,307,https://www.themoviedb.org/movie/76696
332562,A Star Is Born,2018,136,Music|Drama|Romance,7.497,11993,https://www.themoviedb.org/movie/332562
69,Walk the Line,2005,136,Drama|Music|Romance,7.497,3016,https://www.themoviedb.org/movie/69
780382,The Wolf and the Lion,2021,99,Family|Adventure|Drama,7.496,487,https://www.themoviedb.org/movie/780382
500664,Upgrade,2018,100,Action|Thriller|Science Fiction,7.497,4741,https://www.themoviedb.org/movie/500664
364137,All Three of Us,2015,102,Drama|Comedy,7.5,500,https://www.themoviedb.org/movie/364137
216156,Still Life,2013,92,Drama,7.496,383,https://www.themoviedb.org/movie/216156
203833,The Book Thief,2013,131,Drama,7.496,4435,https://www.themoviedb.org/movie/203833
40823,The Man Who Copied,2003,123,Comedy|Drama|Romance|Crime,7.496,363,https://www.themoviedb.org/movie/40823
16858,All That Jazz,1979,123,Drama,7.5,552,https://www.themoviedb.org/movie/16858
16642,Days of Heaven,1978,94,Drama|Romance,7.496,1101,https://www.themoviedb.org/movie/16642
10843,After Hours,1985,97,Comedy|Thriller|Drama,7.496,1630,https://www.themoviedb.org/movie/10843
1368,First Blood,1982,93,Action|Adventure|Thriller|War,7.496,6634,https://www.themoviedb.org/movie/1368
620,Ghostbusters,1984,107,Comedy|Fantasy,7.496,9417,https://www.themoviedb.org/movie/620
810171,The Valet,2022,124,Comedy|Romance,7.495,621,https://www.themoviedb.org/movie/810171
468284,The Insult,2017,112,Drama|Crime,7.5,464,https://www.themoviedb.org/movie/468284
258480,Carol,2015,118,Romance|Drama,7.494,3844,https://www.themoviedb.org/movie/258480
13413,BURN·E,2008,8,Animation|Family|Comedy|Science Fiction,7.495,776,https://www.themoviedb.org/movie/13413
11970,Hercules,1997,93,Animation|Family|Fantasy|Adventure|Comedy|Romance,7.495,7737,https://www.themoviedb.org/movie/11970
1859,Ninotchka,1939,110,Comedy|Romance,7.495,410,https://www.themoviedb.org/movie/1859
345938,The Shack,2017,132,Drama|Family,7.5,2203,https://www.themoviedb.org/movie/345938
85350,Boyhood,2014,166,Drama,7.494,5362,https://www.themoviedb.org/movie/85350
63311,The Skin I Live In,2011,120,Drama|Horror|Mystery|Thriller,7.494,4463,https://www.themoviedb.org/movie/63311
31682,The Incredible Shrinking Man,1957,81,Science Fiction|Drama|Adventure|Horror,7.494,532,https://www.themoviedb.org/movie/31682
16328,Johnny Got His Gun,1971,112,War|Drama,7.494,400,https://www.themoviedb.org/movie/16328
8321,In Bruges,2008,108,Comedy|Drama|Crime,7.5,5503,https://www.themoviedb.org/movie/8321
3001,How to Steal a Million,1966,123,Comedy|Crime|Romance,7.494,627,https://www.themoviedb.org/movie/3001
487558,BlacKkKlansman,2018,136,Crime|Comedy|Drama|History,7.493,7858,https://www.themoviedb.org/movie/487558
483983,Balloon,2018,125,Thriller|Drama|History,7.493,452,https://www.themoviedb.org/movie/483983
877703,Teen Wolf: The Movie,2023,140,Action|Fantasy|TV Movie,7.492,911,https://www.themoviedb.org/movie/877703
13377,How the Grinch Stole Christmas!,1966,25,Animation|Family|Comedy,7.5,1088,https://www.themoviedb.org/movie/13377
145,Breaking the Waves,1996,159,Drama|Romance,7.492,1064,https://www.themoviedb.org/movie/145
34106,You Can't Take It with You,1938,126,Comedy|Romance,7.491,428,https://www.themoviedb.org/movie/34106
14919,Batman: Mask of the Phantasm,1993,76,Action|Animation|Crime|Mystery|Drama,7.5,1187,https://www.themoviedb.org/movie/14919
11202,Patton,1970,172,War|Drama|History,7.491,1164,https://www.themoviedb.org/movie/11202
8073,Band of Outsiders,1964,97,Crime|Drama|Comedy,7.5,591,https://www.themoviedb.org/movie/8073
430,"One, Two, Three",1961,109,Comedy,7.491,403,https://www.themoviedb.org/movie/430
588228,The Tomorrow War,2021,138,Action|Science Fiction|Adventure,7.49,3869,https://www.themoviedb.org/movie/588228
551332,The Two Popes,2019,125,Drama|History,7.49,3049,https://www.themoviedb.org/movie/551332
503919,The Lighthouse,2019,109,Drama|Fantasy|Thriller,7.49,5291,https://www.themoviedb.org/movie/503919
475888,Tell It to the Bees,2019,106,Romance|Drama,7.49,462,https://www.themoviedb.org/movie/475888
25468,My Dinner with Andre,1981,110,Drama,7.49,429,https://www.themoviedb.org/movie/25468
15917,Devdas,2002,185,Drama|Romance,7.49,361,https://www.themoviedb.org/movie/15917
196,Back to the Future Part III,1990,119,Adventure|Comedy|Science Fiction,7.49,11138,https://www.themoviedb.org/movie/196
383498,Deadpool 2,2018,120,Action|Comedy|Adventure,7.489,18714,https://www.themoviedb.org/movie/383498
11978,Men of Honor,2000,129,Drama,7.489,2406,https://www.themoviedb.org/movie/11978
898,Birdman of Alcatraz,1962,147,Drama|Crime,7.489,327,https://www.themoviedb.org/movie/898
192,The Name of the Rose,1986,130,Drama|Thriller|Mystery,7.5,3193,https://www.themoviedb.org/movie/192
31216,I Can't Think Straight,2008,80,Drama|Romance,7.488,324,https://www.themoviedb.org/movie/31216
11686,Love and Death,1975,85,Comedy,7.5,941,https://www.themoviedb.org/movie/11686
3529,The Thin Man,1934,91,Comedy|Mystery|Crime,7.5,502,https://www.themoviedb.org/movie/3529
923,Dawn of the Dead,1978,127,Horror|Science Fiction,7.488,2215,https://www.themoviedb.org/movie/923
848685,The Beasts,2022,138,Thriller|Drama,7.5,839,https://www.themoviedb.org/movie/848685
22538,Scott Pilgrim vs. the World,2010,113,Action|Comedy|Romance,7.487,8264,https://www.themoviedb.org/movie/22538
16958,The Asphalt Jungle,1950,112,Crime|Drama,7.5,513,https://www.themoviedb.org/movie/16958
776,The Rules of the Game,1939,106,Drama|Comedy|Romance,7.487,630,https://www.themoviedb.org/movie/776
530,A Grand Day Out,1990,24,Family|Animation|Comedy|Science Fiction|Fantasy,7.5,954,https://www.themoviedb.org/movie/530
586940,I Lost My Body,2019,81,Animation|Drama|Fantasy,7.5,1300,https://www.themoviedb.org/movie/586940
437586,mid90s,2018,86,Drama|Comedy,7.486,1714,https://www.themoviedb.org/movie/437586
7735,The Wave,2008,107,Drama|Thriller,7.485,3484,https://www.themoviedb.org/movie/7735
921655,Rescued by Ruby,2022,93,Family|Drama,7.5,343,https://www.themoviedb.org/movie/921655
544510,"Cyrano, My Love",2018,113,Comedy|History,7.484,517,https://www.themoviedb.org/movie/544510
345,Eyes Wide Shut,1999,159,Drama|Thriller|Mystery,7.484,6649,https://www.themoviedb.org/movie/345
676701,"Tad, the Lost Explorer and the Emerald Tablet",2022,89,Animation|Adventure|Family|Comedy|Fantasy,7.483,325,https://www.themoviedb.org/movie/676701
11906,Suspiria,1977,99,Horror,7.5,3080,https://www.themoviedb.org/movie/11906
11610,"Play It Again, Sam",1972,85,Comedy|Romance,7.483,619,https://www.themoviedb.org/movie/11610
10907,The Adventures of Robin Hood,1938,102,Adventure|Romance|History,7.5,811,https://www.themoviedb.org/movie/10907
522,Ed Wood,1994,127,Comedy|Drama|History,7.5,2429,https://www.themoviedb.org/movie/522
475,Bonnie and Clyde,1967,111,Crime|Drama,7.483,1719,https://www.themoviedb.org/movie/475
451657,Custody,2018,93,Drama|Thriller,7.482,704,https://www.themoviedb.org/movie/451657
176983,One Piece Film: Z,2012,108,Animation|Fantasy|Action|Adventure,7.482,538,https://www.themoviedb.org/movie/176983
25934,"To Sir, with Love",1967,105,Drama,7.482,331,https://www.themoviedb.org/movie/25934
9559,A Perfect World,1993,138,Drama|Crime|Thriller,7.482,1762,https://www.themoviedb.org/movie/9559
8342,No Man's Land,2001,98,Action|History|War,7.5,471,https://www.themoviedb.org/movie/8342
983,The Man Who Would Be King,1975,129,Adventure|Drama,7.482,677,https://www.themoviedb.org/movie/983
252,Willy Wonka & the Chocolate Factory,1971,99,Family|Fantasy|Comedy,7.482,3797,https://www.themoviedb.org/movie/252
37903,The White Ribbon,2009,144,Drama|Mystery,7.481,1078,https://www.themoviedb.org/movie/37903
11798,This Is England,2007,101,Drama|Crime,7.481,1342,https://www.themoviedb.org/movie/11798
18900,In Cold Blood,1967,134,Crime|Drama|Thriller|History,7.5,405,https://www.themoviedb.org/movie/18900
9299,Thesis,1996,125,Horror|Thriller,7.5,895,https://www.themoviedb.org/movie/9299
1600,The Double Life of Véronique,1991,98,Drama,7.48,853,https://www.themoviedb.org/movie/1600
186,Lucky Number Slevin,2006,110,Drama|Thriller|Crime|Mystery,7.48,4282,https://www.themoviedb.org/movie/186
74879,Once Upon a Time in Anatolia,2011,163,Drama|Crime,7.5,513,https://www.themoviedb.org/movie/74879
1251,Letters from Iwo Jima,2006,141,Action|Drama|War,7.479,2172,https://www.themoviedb.org/movie/1251
614934,Elvis,2022,159,Drama|Music|History,7.478,3709,https://www.themoviedb.org/movie/614934
436969,The Suicide Squad,2021,132,Action|Comedy|Adventure,7.478,9220,https://www.themoviedb.org/movie/436969
75233,"Oslo, August 31st",2011,90,Drama,7.478,476,https://www.themoviedb.org/movie/75233
13930,For the Birds,2000,4,Animation|Family|Comedy,7.478,1258,https://www.themoviedb.org/movie/13930
293863,The Age of Adaline,2015,112,Romance|Fantasy|Drama,7.477,6927,https://www.themoviedb.org/movie/293863
701,Our Hospitality,1923,73,Comedy|Romance,7.477,302,https://www.themoviedb.org/movie/701
32909,Mulan: Rise of a Warrior,2009,115,Adventure|Drama|Action,7.5,436,https://www.themoviedb.org/movie/32909
12169,The First Day of the Rest of Your Life,2008,114,Drama,7.476,494,https://www.themoviedb.org/movie/12169
9470,Kung Fu Hustle,2004,99,Action|Comedy|Crime|Fantasy,7.476,3011,https://www.themoviedb.org/movie/9470
389015,"I, Tonya",2017,120,Drama|Comedy,7.475,6013,https://www.themoviedb.org/movie/389015
13189,A Christmas Carol,1984,101,Drama|Fantasy|TV Movie|Family,7.475,393,https://www.themoviedb.org/movie/13189
9665,Glory,1989,122,Drama|History|War,7.5,1722,https://www.themoviedb.org/movie/9665
9028,The Great Silence,1968,106,Western|Drama,7.5,435,https://www.themoviedb.org/movie/9028
3133,Badlands,1974,94,Crime|Drama|Romance,7.5,1274,https://www.themoviedb.org/movie/3133
284293,Still Alice,2014,100,Drama,7.473,3183,https://www.themoviedb.org/movie/284293
27327,Phantom of the Paradise,1974,92,Music|Comedy|Horror,7.473,714,https://www.themoviedb.org/movie/27327
15165,Barbie as The Princess & the Pauper,2004,86,Animation|Family|Comedy,7.5,1523,https://www.themoviedb.org/movie/15165
9081,Waking Life,2001,101,Animation|Drama|Fantasy,7.473,911,https://www.themoviedb.org/movie/9081
38396,That's Life,1998,108,Comedy,7.472,1356,https://www.themoviedb.org/movie/38396
12837,The Secret Life of Bees,2008,114,Family|Adventure|Drama,7.472,558,https://www.themoviedb.org/movie/12837
5143,Hannah and Her Sisters,1986,107,Comedy|Drama,7.473,1104,https://www.themoviedb.org/movie/5143
4689,Sympathy for Mr. Vengeance,2002,129,Action|Drama|Thriller,7.469,1553,https://www.themoviedb.org/movie/4689
363,Head-On,2004,117,Drama|Romance,7.5,601,https://www.themoviedb.org/movie/363
589982,Spread Your Wings,2019,113,Adventure|Family,7.5,314,https://www.themoviedb.org/movie/589982
8055,The Reader,2008,124,Drama|Romance,7.471,3270,https://www.themoviedb.org/movie/8055
8703,Three Wishes for Cinderella,1973,82,Fantasy|Family|Romance,7.5,361,https://www.themoviedb.org/movie/8703
2501,The Bourne Identity,2002,119,Action|Drama|Mystery|Thriller,7.47,9725,https://www.themoviedb.org/movie/2501
346648,Paddington 2,2017,104,Adventure|Comedy|Family,7.471,2623,https://www.themoviedb.org/movie/346648
17809,Fist of Legend,1994,103,Action,7.469,573,https://www.themoviedb.org/movie/17809
3767,Gilda,1946,110,Romance|Drama|Thriller,7.469,620,https://www.themoviedb.org/movie/3767
301528,Toy Story 4,2019,100,Family|Comedy|Animation|Adventure,7.468,10217,https://www.themoviedb.org/movie/301528
15097,Fear City: A Family-Style Comedy,1994,100,Comedy,7.468,1305,https://www.themoviedb.org/movie/15097
3035,Frankenstein,1931,70,Drama|Horror|Science Fiction,7.47,1708,https://www.themoviedb.org/movie/3035
11854,Kuch Kuch Hota Hai,1998,185,Romance|Drama|Comedy,7.467,410,https://www.themoviedb.org/movie/11854
5503,The Fugitive,1993,131,Action|Thriller|Drama,7.467,4560,https://www.themoviedb.org/movie/5503
251516,Kung Fury,2015,32,Action|Comedy|Science Fiction|Fantasy,7.466,1893,https://www.themoviedb.org/movie/251516
228203,"McFarland, USA",2015,128,Drama|Family,7.466,890,https://www.themoviedb.org/movie/228203
21712,Mind Game,2004,103,Animation|Romance|Comedy|Drama|Fantasy,7.466,310,https://www.themoviedb.org/movie/21712
16372,The Innocents,1961,100,Horror|Mystery|Drama,7.466,636,https://www.themoviedb.org/movie/16372
219,Volver,2006,121,Comedy|Drama|Romance,7.466,1830,https://www.themoviedb.org/movie/219
8333,The Taking of Pelham One Two Three,1974,104,Crime|Thriller|Action,7.465,586,https://www.themoviedb.org/movie/8333
1813,The Devil's Advocate,1997,144,Drama|Mystery|Horror,7.465,6480,https://www.themoviedb.org/movie/1813
1076364,Carl's Date,2023,9,Animation|Adventure|Family|Comedy,7.464,430,https://www.themoviedb.org/movie/1076364
431937,Mr & Mme Adelman,2017,120,Romance|Drama|Comedy,7.464,454,https://www.themoviedb.org/movie/431937
9428,The Royal Tenenbaums,2001,110,Comedy|Drama,7.465,4782,https://www.themoviedb.org/movie/9428
2000,"Aguirre, the Wrath of God",1972,95,History|Adventure|Drama,7.464,1180,https://www.themoviedb.org/movie/2000
37472,Ip Man 2,2010,108,Action|History|Drama,7.463,2397,https://www.themoviedb.org/movie/37472
4593,The Discreet Charm of the Bourgeoisie,1972,101,Comedy,7.5,863,https://www.themoviedb.org/movie/4593
599521,Z-O-M-B-I-E-S 2,2020,84,Fantasy|Romance|TV Movie,7.5,493,https://www.themoviedb.org/movie/599521
550988,Free Guy,2021,115,Comedy|Adventure|Science Fiction,7.462,9371,https://www.themoviedb.org/movie/550988
239571,The Best of Me,2014,117,Drama|Romance,7.462,2649,https://www.themoviedb.org/movie/239571
11549,Invasion of the Body Snatchers,1956,80,Science Fiction|Horror|Thriller,7.462,1143,https://www.themoviedb.org/movie/11549
11040,Little Big Man,1970,139,Western|Comedy|Adventure,7.462,680,https://www.themoviedb.org/movie/11040
347201,Boruto: Naruto the Movie,2015,95,Adventure|Action|Animation|Comedy|Fantasy,7.461,1635,https://www.themoviedb.org/movie/347201
187,Sin City,2005,124,Crime|Thriller,7.461,8525,https://www.themoviedb.org/movie/187
114,Pretty Woman,1990,120,Romance|Comedy,7.461,8690,https://www.themoviedb.org/movie/114
37181,About Elly,2009,119,Drama,7.46,521,https://www.themoviedb.org/movie/37181
11421,C.R.A.Z.Y.,2005,126,Comedy|Drama,7.46,486,https://www.themoviedb.org/movie/11421
22584,To Have and Have Not,1945,100,Adventure|Romance|War,7.459,544,https://www.themoviedb.org/movie/22584
625,The Killing Fields,1984,142,Drama|History|War,7.459,789,https://www.themoviedb.org/movie/625
786892,Furiosa: A Mad Max Saga,2024,149,Action|Science Fiction|Adventure,7.458,4481,https://www.themoviedb.org/movie/786892
529203,The Croods: A New Age,2020,95,Animation|Family|Adventure|Fantasy|Comedy,7.458,4004,https://www.themoviedb.org/movie/529203
377273,Aquarius,2016,147,Drama,7.5,487,https://www.themoviedb.org/movie/377273
16619,Ordinary People,1980,124,Drama,7.457,664,https://www.themoviedb.org/movie/16619
9509,Man on Fire,2004,146,Action|Drama|Thriller,7.458,5425,https://www.themoviedb.org/movie/9509
317442,The Last: Naruto the Movie,2014,114,Action|Romance|Animation,7.5,2344,https://www.themoviedb.org/movie/317442
260513,Incredibles 2,2018,118,Action|Adventure|Animation|Family,7.456,13348,https://www.themoviedb.org/movie/260513
17654,District 9,2009,112,Science Fiction,7.456,9973,https://www.themoviedb.org/movie/17654
828,The Day the Earth Stood Still,1951,92,Science Fiction|Thriller|Drama,7.5,1181,https://www.themoviedb.org/movie/828
736073,"Batman: The Long Halloween, Part One",2021,85,Animation|Mystery|Action|Crime,7.453,678,https://www.themoviedb.org/movie/736073
350312,Bāhubali 2: The Conclusion,2017,166,Action|Adventure|Fantasy,7.456,805,https://www.themoviedb.org/movie/350312
26280,I Killed My Mother,2009,96,Drama,7.455,1130,https://www.themoviedb.org/movie/26280
11327,Midnight Express,1978,121,Drama|Crime,7.455,1805,https://www.themoviedb.org/movie/11327
1895,Star Wars: Episode III - Revenge of the Sith,2005,140,Adventure|Action|Science Fiction,7.455,14453,https://www.themoviedb.org/movie/1895
574,The Man Who Knew Too Much,1956,120,Thriller|Mystery,7.455,1492,https://www.themoviedb.org/movie/574
31767,The Devils,1971,114,Drama|History|Horror,7.5,402,https://www.themoviedb.org/movie/31767
674324,The Banshees of Inisherin,2022,114,Drama|Comedy,7.454,3111,https://www.themoviedb.org/movie/674324
245891,John Wick,2014,101,Action|Thriller,7.453,20178,https://www.themoviedb.org/movie/245891
74643,The Artist,2011,100,Drama|Comedy|Romance,7.5,3389,https://www.themoviedb.org/movie/74643
13060,Lifted,2006,5,Family|Animation|Science Fiction|Comedy,7.453,784,https://www.themoviedb.org/movie/13060
290,Barton Fink,1991,117,Comedy|Drama|Thriller,7.454,1786,https://www.themoviedb.org/movie/290
586810,Mars Express,2023,89,Animation|Science Fiction|Action|Mystery,7.452,452,https://www.themoviedb.org/movie/586810
520763,A Quiet Place Part II,2021,96,Science Fiction|Thriller|Horror,7.5,7064,https://www.themoviedb.org/movie/520763
109689,I Want You,2012,130,Drama|Romance,7.5,1927,https://www.themoviedb.org/movie/109689
9008,The Insider,1999,158,Drama|Thriller,7.452,1951,https://www.themoviedb.org/movie/9008
984,Dirty Harry,1971,102,Action|Crime|Thriller,7.453,2614,https://www.themoviedb.org/movie/984
161,Ocean's Eleven,2001,116,Thriller|Crime,7.452,12141,https://www.themoviedb.org/movie/161
431580,Abominable,2019,97,Family|Animation|Adventure|Comedy,7.5,2124,https://www.themoviedb.org/movie/431580
194662,Birdman or (The Unexpected Virtue of Ignorance),2014,120,Drama|Comedy,7.451,13236,https://www.themoviedb.org/movie/194662
1677,Ray,2004,152,Drama|Music,7.451,2106,https://www.themoviedb.org/movie/1677
499631,Fabrizio De André: Principe libero,2018,188,Music|History,7.5,349,https://www.themoviedb.org/movie/499631
244088,Human Capital,2013,111,Drama,7.45,928,https://www.themoviedb.org/movie/244088
42801,"Yesterday, Today and Tomorrow",1963,119,Comedy|Romance,7.5,450,https://www.themoviedb.org/movie/42801
18197,Running on Empty,1988,116,Drama|Romance|Crime,7.45,338,https://www.themoviedb.org/movie/18197
11704,The Secret of NIMH,1982,83,Family|Animation|Fantasy|Adventure|Mystery,7.5,892,https://www.themoviedb.org/movie/11704
374720,Dunkirk,2017,107,War|Action|Drama,7.449,17099,https://www.themoviedb.org/movie/374720
129670,Nebraska,2013,115,Drama|Adventure,7.448,1850,https://www.themoviedb.org/movie/129670
8741,The Thin Red Line,1998,171,Drama|History|War,7.449,3162,https://www.themoviedb.org/movie/8741
771,Home Alone,1990,103,Comedy|Family,7.449,11965,https://www.themoviedb.org/movie/771
568,Apollo 13,1995,140,Drama|History,7.449,5665,https://www.themoviedb.org/movie/568
154,Star Trek II: The Wrath of Khan,1982,112,Action|Adventure|Science Fiction|Thriller,7.449,2030,https://www.themoviedb.org/movie/154
675353,Sonic the Hedgehog 2,2022,123,Action|Adventure|Family|Comedy,7.448,5687,https://www.themoviedb.org/movie/675353
613090,"Live Twice, Love Once",2019,101,Comedy|Drama,7.448,349,https://www.themoviedb.org/movie/613090
271110,Captain America: Civil War,2016,147,Adventure|Action|Science Fiction,7.448,23510,https://www.themoviedb.org/movie/271110
261470,Sorry If I Call You Love,2014,105,Romance|Drama,7.4,495,https://www.themoviedb.org/movie/261470
33273,Cell 211,2009,110,Action|Thriller|Drama,7.449,1306,https://www.themoviedb.org/movie/33273
11016,Key Largo,1948,100,Crime|Thriller,7.4,560,https://www.themoviedb.org/movie/11016
529216,Mirage,2018,129,Thriller|Drama|Mystery|Fantasy,7.4,1897,https://www.themoviedb.org/movie/529216
517093,Balkan Line,2019,130,Drama|Action|War,7.447,562,https://www.themoviedb.org/movie/517093
395991,Only the Brave,2017,133,Drama|Action,7.447,1743,https://www.themoviedb.org/movie/395991
337703,The Red Turtle,2016,80,Animation|Drama|Fantasy|Family,7.445,1329,https://www.themoviedb.org/movie/337703
34148,Imitation of Life,1959,125,Drama|Romance,7.4,301,https://www.themoviedb.org/movie/34148
8740,The Vanishing,1988,106,Thriller|Mystery,7.4,741,https://www.themoviedb.org/movie/8740
379,Miller's Crossing,1990,115,Drama|Thriller|Crime,7.448,1764,https://www.themoviedb.org/movie/379
929170,Honor Society,2022,98,Comedy,7.4,408,https://www.themoviedb.org/movie/929170
375785,Then Came You,2018,97,Comedy|Drama,7.446,526,https://www.themoviedb.org/movie/375785
36685,The Rocky Horror Picture Show,1975,100,Comedy|Science Fiction|Fantasy|Horror,7.4,3004,https://www.themoviedb.org/movie/36685
11344,A Bittersweet Life,2005,119,Action|Drama|Crime,7.446,942,https://www.themoviedb.org/movie/11344
666243,The Witcher: Nightmare of the Wolf,2021,83,Animation|Action|Fantasy,7.4,1039,https://www.themoviedb.org/movie/666243
407445,Breathe,2017,118,Drama|Romance,7.445,778,https://www.themoviedb.org/movie/407445
339403,Baby Driver,2017,113,Action|Crime,7.445,16363,https://www.themoviedb.org/movie/339403
28874,Summer Wars,2009,114,Animation|Science Fiction,7.445,990,https://www.themoviedb.org/movie/28874
1902,Open Your Eyes,1997,117,Drama|Thriller|Science Fiction,7.445,1127,https://www.themoviedb.org/movie/1902
175,The Big Blue,1988,168,Romance|Drama|Adventure,7.445,1513,https://www.themoviedb.org/movie/175
458156,John Wick: Chapter 3 - Parabellum,2019,131,Action|Thriller|Crime,7.444,11306,https://www.themoviedb.org/movie/458156
203101,High School of the Dead: Drifters of the Dead,2011,18,Comedy|Animation|Adventure|Horror,7.444,471,https://www.themoviedb.org/movie/203101
10683,Happiness,1998,140,Comedy|Drama,7.444,883,https://www.themoviedb.org/movie/10683
6114,Bram Stoker's Dracula,1992,128,Romance|Horror,7.444,5521,https://www.themoviedb.org/movie/6114
109,Three Colors: White,1994,92,Comedy|Drama|Mystery,7.444,1271,https://www.themoviedb.org/movie/109
434616,Patients,2017,110,Drama|Comedy,7.443,618,https://www.themoviedb.org/movie/434616
353081,Mission: Impossible - Fallout,2018,147,Action|Adventure,7.443,8805,https://www.themoviedb.org/movie/353081
327331,The Dirt,2019,108,Drama|Music|History|Comedy,7.443,1272,https://www.themoviedb.org/movie/327331
9075,Black Book,2006,145,Drama|Thriller|War,7.444,1209,https://www.themoviedb.org/movie/9075
9454,EverAfter,1998,121,Drama|Romance|Comedy,7.442,1530,https://www.themoviedb.org/movie/9454
660120,The Worst Person in the World,2021,128,Drama|Romance|Comedy,7.442,1639,https://www.themoviedb.org/movie/660120
11349,Cape Fear,1962,105,Thriller|Drama,7.441,600,https://www.themoviedb.org/movie/11349
10604,Zorba the Greek,1964,142,Drama,7.441,365,https://www.themoviedb.org/movie/10604
11167,Peeping Tom,1960,101,Horror|Thriller|Drama,7.44,862,https://www.themoviedb.org/movie/11167
3088,My Darling Clementine,1946,97,Western|Drama|Romance,7.44,455,https://www.themoviedb.org/movie/3088
41498,One Piece Film: Strong World,2009,114,Animation|Fantasy|Adventure,7.439,370,https://www.themoviedb.org/movie/41498
32761,The Seventh Continent,1989,107,Drama,7.439,338,https://www.themoviedb.org/movie/32761
13384,Kes,1970,111,Drama,7.44,416,https://www.themoviedb.org/movie/13384
686,Contact,1997,150,Drama|Science Fiction|Mystery,7.439,4757,https://www.themoviedb.org/movie/686
921785,Mixed by Erry,2023,113,Comedy|History|Music,7.4,474,https://www.themoviedb.org/movie/921785
821881,The Swimmers,2022,134,Drama|History,7.438,609,https://www.themoviedb.org/movie/821881
877,Scarface,1932,93,Crime|Action|Drama,7.4,649,https://www.themoviedb.org/movie/877
462,Erin Brockovich,2000,131,Drama,7.439,3467,https://www.themoviedb.org/movie/462
339984,Miracles from Heaven,2016,119,Family|Drama,7.4,1230,https://www.themoviedb.org/movie/339984
11615,The Life of David Gale,2003,130,Drama|Thriller|Crime,7.436,2108,https://www.themoviedb.org/movie/11615
440298,Cold War,2018,88,Romance|Music|Drama,7.4,1535,https://www.themoviedb.org/movie/440298
24192,The Gospel According to St. Matthew,1965,137,Drama,7.4,391,https://www.themoviedb.org/movie/24192
13393,My Father and My Son,2005,112,Drama,7.443,360,https://www.themoviedb.org/movie/13393
6916,"Watch Out, We're Mad",1974,102,Action|Comedy,7.4,847,https://www.themoviedb.org/movie/6916
395834,Wind River,2017,107,Crime|Mystery|Thriller|Drama,7.434,5542,https://www.themoviedb.org/movie/395834
37719,A Night at the Opera,1935,91,Comedy|Music,7.434,523,https://www.themoviedb.org/movie/37719
24226,The Verdict,1982,129,Drama,7.436,684,https://www.themoviedb.org/movie/24226
11356,The Odd Couple,1968,106,Comedy,7.434,616,https://www.themoviedb.org/movie/11356
10435,Chaplin,1992,143,Drama,7.4,1146,https://www.themoviedb.org/movie/10435
4254,Kal Ho Naa Ho,2003,187,Comedy|Drama|Romance,7.434,425,https://www.themoviedb.org/movie/4254
1294203,My Fault: London,2025,118,Drama|Romance,7.4,487,https://www.themoviedb.org/movie/1294203
319373,Sweet Bean,2015,113,Drama,7.433,584,https://www.themoviedb.org/movie/319373
10867,Malena,2000,108,Drama,7.4,2397,https://www.themoviedb.org/movie/10867
10400,The Hurricane,1999,146,Drama,7.433,1471,https://www.themoviedb.org/movie/10400
2503,The Bourne Ultimatum,2007,115,Action|Drama|Mystery|Thriller,7.433,8059,https://www.themoviedb.org/movie/2503
