tmdb_id,title,release_year,runtime_minutes,genres,vote_average,vote_count,tmdb_url
278,The Shawshank Redemption,1994,142,Drama|Crime,8.711,29187,https://www.themoviedb.org/movie/278
238,The Godfather,1972,175,Drama|Crime,8.685,22047,https://www.themoviedb.org/movie/238
240,The Godfather Part II,1974,202,Drama|Crime,8.571,13325,https://www.themoviedb.org/movie/240
424,Schindler's List,1993,195,Drama|History|War,8.565,16848,https://www.themoviedb.org/movie/424
389,12 Angry Men,1957,97,Drama,8.549,9514,https://www.themoviedb.org/movie/389
129,Spirited Away,2001,125,Animation|Family|Fantasy,8.534,17622,https://www.themoviedb.org/movie/129
155,The Dark Knight,2008,152,Drama|Action|Crime|Thriller,8.524,34681,https://www.themoviedb.org/movie/155
19404,Dilwale Dulhania Le Jayenge,1995,190,Comedy|Drama|Romance,8.5,4518,https://www.themoviedb.org/movie/19404
497,The Green Mile,1999,189,Fantasy|Drama|Crime,8.503,18535,https://www.themoviedb.org/movie/497
496243,Parasite,2019,133,Comedy|Thriller|Drama,8.496,19690,https://www.themoviedb.org/movie/496243
122,The Lord of the Rings: The Return of the King,2003,201,Adventure|Fantasy|Action,8.49,25645,https://www.themoviedb.org/movie/122
680,Pulp Fiction,1994,154,Thriller|Crime|Comedy,8.487,29259,https://www.themoviedb.org/movie/680
372058,Your Name.,2016,106,Animation|Romance|Drama,8.478,12087,https://www.themoviedb.org/movie/372058
13,Forrest Gump,1994,142,Comedy|Drama|Romance,8.463,28829,https://www.themoviedb.org/movie/13
157336,Interstellar,2014,169,Adventure|Drama|Science Fiction,8.462,38210,https://www.themoviedb.org/movie/157336
429,"The Good, the Bad and the Ugly",1966,161,Western,8.462,9242,https://www.themoviedb.org/movie/429
769,GoodFellas,1990,145,Drama|Crime,8.453,13764,https://www.themoviedb.org/movie/769
346,Seven Samurai,1954,207,Action|Drama,8.451,4022,https://www.themoviedb.org/movie/346
12477,Grave of the Fireflies,1988,89,Animation|Drama|War,8.447,6186,https://www.themoviedb.org/movie/12477
637,Life Is Beautiful,1997,116,Comedy|Drama,8.44,13619,https://www.themoviedb.org/movie/637
550,Fight Club,1999,139,Drama|Thriller,8.438,30970,https://www.themoviedb.org/movie/550
667257,Impossible Things,2021,88,Family|Drama,8.436,416,https://www.themoviedb.org/movie/667257
14537,Harakiri,1962,135,Action|Drama|History,8.4,1127,https://www.themoviedb.org/movie/14537
11216,Cinema Paradiso,1988,124,Drama|Romance,8.431,4647,https://www.themoviedb.org/movie/11216
598,City of God,2002,129,Drama|Crime,8.428,7863,https://www.themoviedb.org/movie/598
120,The Lord of the Rings: The Fellowship of the Ring,2001,179,Adventure|Fantasy|Action,8.426,26579,https://www.themoviedb.org/movie/120
40096,A Dog's Will,2000,104,Comedy|Drama|Fantasy|Romance,8.4,1190,https://www.themoviedb.org/movie/40096
539,Psycho,1960,109,Horror|Thriller|Mystery,8.421,10612,https://www.themoviedb.org/movie/539
510,One Flew Over the Cuckoo's Nest,1975,133,Drama,8.4,11027,https://www.themoviedb.org/movie/510
121,The Lord of the Rings: The Two Towers,2002,179,Adventure|Fantasy|Action,8.41,23084,https://www.themoviedb.org/movie/121
696374,Gabriel's Inferno,2020,122,Romance|Drama,8.403,2437,https://www.themoviedb.org/movie/696374
255709,Hope,2013,122,Drama,8.4,806,https://www.themoviedb.org/movie/255709
311,Once Upon a Time in America,1984,229,Drama|Crime,8.4,5784,https://www.themoviedb.org/movie/311
324857,Spider-Man: Into the Spider-Verse,2018,117,Animation|Action|Adventure|Science Fiction,8.395,16585,https://www.themoviedb.org/movie/324857
4935,Howl's Moving Castle,2004,119,Fantasy|Animation|Adventure,8.394,10606,https://www.themoviedb.org/movie/4935
1891,The Empire Strikes Back,1980,124,Adventure|Action|Science Fiction,8.394,17816,https://www.themoviedb.org/movie/1891
378064,A Silent Voice: The Movie,2016,129,Animation|Drama|Romance,8.387,4266,https://www.themoviedb.org/movie/378064
423,The Pianist,2002,150,Drama|War,8.38,9755,https://www.themoviedb.org/movie/423
807,Se7en,1995,127,Crime|Mystery|Thriller,8.377,22269,https://www.themoviedb.org/movie/807
244786,Whiplash,2014,107,Drama|Music,8.375,16038,https://www.themoviedb.org/movie/244786
770156,Lucy Shimmers and the Prince of Peace,2020,87,Drama|Family,8.37,327,https://www.themoviedb.org/movie/770156
27205,Inception,2010,148,Action|Science Fiction|Adventure,8.37,38194,https://www.themoviedb.org/movie/27205
724089,Gabriel's Inferno: Part II,2020,106,Romance|Drama,8.369,1534,https://www.themoviedb.org/movie/724089
1058694,Radical,2023,126,Drama,8.361,481,https://www.themoviedb.org/movie/1058694
761053,Gabriel's Inferno: Part III,2020,102,Romance|Drama,8.361,1070,https://www.themoviedb.org/movie/761053
12493,High and Low,1963,142,Drama|Crime,8.3,1047,https://www.themoviedb.org/movie/12493
567,Rear Window,1954,112,Thriller|Mystery,8.348,6884,https://www.themoviedb.org/movie/567
274,The Silence of the Lambs,1991,119,Crime|Thriller|Drama,8.347,17258,https://www.themoviedb.org/movie/274
569094,Spider-Man: Across the Spider-Verse,2023,140,Animation|Action|Adventure|Science Fiction,8.337,8016,https://www.themoviedb.org/movie/569094
620249,The Legend of Hei,2019,102,Animation|Fantasy|Action,8.333,414,https://www.themoviedb.org/movie/620249
73,American History X,1998,119,Drama,8.331,12148,https://www.themoviedb.org/movie/73
128,Princess Mononoke,1997,134,Adventure|Fantasy|Animation,8.326,8594,https://www.themoviedb.org/movie/128
105,Back to the Future,1985,116,Adventure|Comedy|Science Fiction,8.322,21053,https://www.themoviedb.org/movie/105
1184918,The Wild Robot,2024,102,Animation|Science Fiction|Family|Adventure,8.318,5477,https://www.themoviedb.org/movie/1184918
15804,A Brighter Summer Day,1991,237,Crime|Drama|Romance,8.295,363,https://www.themoviedb.org/movie/15804
820067,The Quintessential Quintuplets Movie,2022,136,Animation|Comedy|Romance,8.315,424,https://www.themoviedb.org/movie/820067
372754,Dou kyu sei – Classmates,2016,61,Romance|Animation,8.309,418,https://www.themoviedb.org/movie/372754
3782,Ikiru,1952,143,Drama,8.3,1253,https://www.themoviedb.org/movie/3782
10494,Perfect Blue,1998,82,Animation|Thriller,8.303,2969,https://www.themoviedb.org/movie/10494
207,Dead Poets Society,1989,129,Drama,8.301,12024,https://www.themoviedb.org/movie/207
101,Léon: The Professional,1994,111,Crime|Drama|Action,8.3,15553,https://www.themoviedb.org/movie/101
1186532,The Forge,2024,123,Drama|Family,8.294,304,https://www.themoviedb.org/movie/1186532
652837,"Josee, the Tiger and the Fish",2020,98,Animation|Drama|Romance,8.3,550,https://www.themoviedb.org/movie/652837
533514,Violet Evergarden: The Movie,2020,140,Animation|Fantasy|Romance|Drama,8.29,465,https://www.themoviedb.org/movie/533514
914,The Great Dictator,1940,125,Comedy|War,8.3,3552,https://www.themoviedb.org/movie/914
599,Sunset Boulevard,1950,110,Drama,8.3,2786,https://www.themoviedb.org/movie/599
1139087,Once Upon a Studio,2023,9,Animation|Family|Fantasy|Comedy,8.3,405,https://www.themoviedb.org/movie/1139087
644479,Dedicated to my ex,2019,94,Drama|Comedy,8.3,512,https://www.themoviedb.org/movie/644479
42269,We All Loved Each Other So Much,1974,124,Drama|Comedy,8.282,623,https://www.themoviedb.org/movie/42269
3082,Modern Times,1936,87,Comedy|Drama|Romance,8.3,3912,https://www.themoviedb.org/movie/3082
335,Once Upon a Time in the West,1968,166,Drama|Western,8.3,4667,https://www.themoviedb.org/movie/335
1356039,Counterattack,2025,85,Action|Adventure|Thriller,8.3,758,https://www.themoviedb.org/movie/1356039
1585,It's a Wonderful Life,1946,130,Drama|Family|Fantasy,8.3,4636,https://www.themoviedb.org/movie/1585
77338,The Intouchables,2011,113,Drama|Comedy,8.272,17943,https://www.themoviedb.org/movie/77338
92321,Hotarubi no Mori e,2011,45,Romance|Animation|Fantasy,8.271,1177,https://www.themoviedb.org/movie/92321
18491,Neon Genesis Evangelion: The End of Evangelion,1997,87,Animation|Science Fiction|Drama|Fantasy,8.3,1741,https://www.themoviedb.org/movie/18491
28,Apocalypse Now,1979,147,Drama|War,8.27,8723,https://www.themoviedb.org/movie/28
632632,Given,2020,60,Animation|Drama|Music|Romance,8.268,408,https://www.themoviedb.org/movie/632632
901,City Lights,1931,87,Comedy|Drama|Romance,8.3,2342,https://www.themoviedb.org/movie/901
975,Paths of Glory,1957,88,War|Drama,8.261,3121,https://www.themoviedb.org/movie/975
568332,Taylor Swift: Reputation Stadium Tour,2018,125,Music,8.258,414,https://www.themoviedb.org/movie/568332
637920,Miracle in Cell No. 7,2019,132,Drama,8.3,4497,https://www.themoviedb.org/movie/637920
8587,The Lion King,1994,89,Family|Animation|Drama|Adventure,8.255,19143,https://www.themoviedb.org/movie/8587
29259,Le Trou,1960,132,Drama|Thriller|Crime,8.3,528,https://www.themoviedb.org/movie/29259
630566,Clouds,2020,121,Music|Drama|Romance,8.2,1034,https://www.themoviedb.org/movie/630566
10376,The Legend of 1900,1998,170,Drama|Music,8.246,2360,https://www.themoviedb.org/movie/10376
670,Oldboy,2003,120,Drama|Thriller|Mystery|Action,8.245,9342,https://www.themoviedb.org/movie/670
572154,Rascal Does Not Dream of a Dreaming Girl,2019,90,Animation|Romance|Drama|Fantasy,8.241,567,https://www.themoviedb.org/movie/572154
447362,Life in a Year,2020,107,Drama|Romance,8.241,1941,https://www.themoviedb.org/movie/447362
504253,I Want to Eat Your Pancreas,2018,108,Animation|Drama|Romance,8.2,1679,https://www.themoviedb.org/movie/504253
299534,Avengers: Endgame,2019,181,Adventure|Science Fiction|Action,8.237,26912,https://www.themoviedb.org/movie/299534
299536,Avengers: Infinity War,2018,149,Adventure|Action|Science Fiction,8.235,31121,https://www.themoviedb.org/movie/299536
603,The Matrix,1999,136,Action|Science Fiction,8.235,26975,https://www.themoviedb.org/movie/603
508965,Klaus,2019,96,Animation|Family|Adventure|Comedy|Fantasy,8.231,4388,https://www.themoviedb.org/movie/508965
527641,Five Feet Apart,2019,116,Romance|Drama,8.227,5802,https://www.themoviedb.org/movie/527641
654299,Out of the Clear Blue Sky,2019,112,Comedy|Drama|Music,8.225,364,https://www.themoviedb.org/movie/654299
490132,Green Book,2018,130,Drama|Comedy|History,8.225,12363,https://www.themoviedb.org/movie/490132
803796,KPop Demon Hunters,2025,96,Fantasy|Music|Comedy|Animation,8.2,1872,https://www.themoviedb.org/movie/803796
25237,Come and See,1985,142,Drama|War,8.223,1694,https://www.themoviedb.org/movie/25237
857,Saving Private Ryan,1998,169,Drama|History|War,8.221,16636,https://www.themoviedb.org/movie/857
98,Gladiator,2000,155,Action|Drama|Adventure,8.22,20209,https://www.themoviedb.org/movie/98
110420,Wolf Children,2012,117,Animation|Family|Drama|Fantasy,8.219,2393,https://www.themoviedb.org/movie/110420
24188,Il Sorpasso,1962,105,Drama|Comedy|Adventure,8.219,812,https://www.themoviedb.org/movie/24188
995133,"The Boy, the Mole, the Fox and the Horse",2022,35,Animation|Family|Adventure|Fantasy,8.2,667,https://www.themoviedb.org/movie/995133
37257,Witness for the Prosecution,1957,116,Drama|Mystery|Crime,8.2,1572,https://www.themoviedb.org/movie/37257
265177,Mommy,2014,138,Drama,8.215,2789,https://www.themoviedb.org/movie/265177
92060,Michael Jackson's Thriller,1983,14,Horror|Thriller|Music,8.2,726,https://www.themoviedb.org/movie/92060
16869,Inglourious Basterds,2009,153,Drama|Thriller|War,8.214,23384,https://www.themoviedb.org/movie/16869
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,117,Animation|Action|Fantasy|Thriller,8.2,4310,https://www.themoviedb.org/movie/635302
315162,Puss in Boots: The Last Wish,2022,103,Animation|Adventure|Fantasy|Comedy|Family,8.209,8475,https://www.themoviedb.org/movie/315162
618344,Justice League Dark: Apokolips War,2020,90,Animation|Action|Adventure|Fantasy,8.207,1523,https://www.themoviedb.org/movie/618344
441130,Wolfwalkers,2020,102,Animation|Family|Adventure|Fantasy,8.2,1305,https://www.themoviedb.org/movie/441130
694,The Shining,1980,144,Horror|Thriller,8.206,18323,https://www.themoviedb.org/movie/694
50014,The Help,2011,146,Drama,8.205,8739,https://www.themoviedb.org/movie/50014
1124,The Prestige,2006,130,Drama|Mystery|Science Fiction,8.205,16931,https://www.themoviedb.org/movie/1124
11,Star Wars,1977,121,Adventure|Action|Science Fiction,8.204,21634,https://www.themoviedb.org/movie/11
11324,Shutter Island,2010,138,Drama|Thriller|Mystery,8.201,25030,https://www.themoviedb.org/movie/11324
354912,Coco,2017,105,Family|Animation|Music|Adventure,8.2,20407,https://www.themoviedb.org/movie/354912
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,155,Animation|Action|Science Fiction|Drama,8.2,884,https://www.themoviedb.org/movie/283566
16672,Woman in the Dunes,1964,147,Drama|Thriller,8.2,495,https://www.themoviedb.org/movie/16672
290098,The Handmaiden,2016,145,Thriller|Drama|Romance,8.196,4082,https://www.themoviedb.org/movie/290098
284,The Apartment,1960,125,Comedy|Drama|Romance,8.198,2500,https://www.themoviedb.org/movie/284
829402,Ultraman: Rising,2024,117,Animation|Science Fiction|Family|Action,8.193,353,https://www.themoviedb.org/movie/829402
313106,Doctor Who: The Day of the Doctor,2013,77,Science Fiction|Adventure,8.2,762,https://www.themoviedb.org/movie/313106
324786,Hacksaw Ridge,2016,139,Drama|History|War,8.192,14410,https://www.themoviedb.org/movie/324786
1160164,TAYLOR SWIFT | THE ERAS TOUR,2023,169,Music,8.186,481,https://www.themoviedb.org/movie/1160164
522924,The Art of Racing in the Rain,2019,109,Drama|Romance,8.186,1601,https://www.themoviedb.org/movie/522924
68718,Django Unchained,2012,165,Drama|Western,8.185,27228,https://www.themoviedb.org/movie/68718
185,A Clockwork Orange,1971,137,Science Fiction|Crime,8.182,13441,https://www.themoviedb.org/movie/185
620683,My Mom Is a Character 3,2019,111,Comedy,8.181,487,https://www.themoviedb.org/movie/620683
77,Memento,2000,113,Mystery|Thriller,8.177,15657,https://www.themoviedb.org/movie/77
476292,Maquia: When the Promised Flower Blooms,2018,115,Animation|Fantasy|Drama|Adventure,8.176,677,https://www.themoviedb.org/movie/476292
5156,Bicycle Thieves,1948,89,Drama,8.176,2550,https://www.themoviedb.org/movie/5156
629,The Usual Suspects,1995,106,Drama|Crime|Thriller,8.172,10954,https://www.themoviedb.org/movie/629
490,The Seventh Seal,1957,96,Fantasy|Drama,8.169,3204,https://www.themoviedb.org/movie/490
537061,Steven Universe: The Movie,2019,82,TV Movie|Adventure|Animation|Fantasy|Music|Science Fiction,8.2,829,https://www.themoviedb.org/movie/537061
361743,Top Gun: Maverick,2022,131,Action|Drama,8.166,10325,https://www.themoviedb.org/movie/361743
348,Alien,1979,117,Horror|Science Fiction,8.2,15729,https://www.themoviedb.org/movie/348
18148,Tokyo Story,1953,137,Drama,8.159,1158,https://www.themoviedb.org/movie/18148
26451,Investigation of a Citizen Above Suspicion,1970,111,Drama|Thriller,8.162,845,https://www.themoviedb.org/movie/26451
20941,Innocent Voices,2005,120,Drama|War,8.2,508,https://www.themoviedb.org/movie/20941
1422,The Departed,2006,151,Drama|Thriller|Crime,8.159,15653,https://www.themoviedb.org/movie/1422
111,Scarface,1983,170,Action|Crime|Drama,8.159,12556,https://www.themoviedb.org/movie/111
489,Good Will Hunting,1997,127,Drama,8.157,13243,https://www.themoviedb.org/movie/489
289,Casablanca,1943,103,Drama|Romance,8.157,5780,https://www.themoviedb.org/movie/289
81481,Silenced,2011,125,Drama,8.156,722,https://www.themoviedb.org/movie/81481
426,Vertigo,1958,128,Mystery|Romance|Thriller,8.156,6083,https://www.themoviedb.org/movie/426
851644,20th Century Girl,2022,119,Romance|Drama,8.155,773,https://www.themoviedb.org/movie/851644
399106,Piper,2016,6,Family|Animation,8.151,1687,https://www.themoviedb.org/movie/399106
37165,The Truman Show,1998,103,Comedy|Drama,8.148,19467,https://www.themoviedb.org/movie/37165
10098,The Kid,1921,68,Comedy|Drama,8.1,2259,https://www.themoviedb.org/movie/10098
592350,My Hero Academia: Heroes Rising,2019,104,Animation|Action|Fantasy|Adventure,8.145,1235,https://www.themoviedb.org/movie/592350
872,Singin' in the Rain,1952,103,Comedy|Romance,8.143,3347,https://www.themoviedb.org/movie/872
606856,Togo,2019,113,Adventure|Family,8.142,2144,https://www.themoviedb.org/movie/606856
458220,Palmer,2021,110,Drama,8.142,1821,https://www.themoviedb.org/movie/458220
797,Persona,1966,84,Drama,8.1,2323,https://www.themoviedb.org/movie/797
517814,Capernaum,2018,126,Drama,8.139,1866,https://www.themoviedb.org/movie/517814
666,Central Station,1998,110,Drama,8.139,997,https://www.themoviedb.org/movie/666
575813,Better Days,2019,135,Drama|Crime|Romance,8.135,516,https://www.themoviedb.org/movie/575813
280,Terminator 2: Judgment Day,1991,137,Action|Thriller|Science Fiction,8.134,13685,https://www.themoviedb.org/movie/280
103,Taxi Driver,1976,114,Crime|Drama,8.133,12965,https://www.themoviedb.org/movie/103
812225,Black Clover: Sword of the Wizard King,2023,113,Animation|Fantasy|Action|Adventure,8.132,334,https://www.themoviedb.org/movie/812225
823219,Flow,2024,85,Animation|Adventure|Fantasy|Family,8.1,2427,https://www.themoviedb.org/movie/823219
693134,Dune: Part Two,2024,167,Science Fiction|Adventure,8.131,7185,https://www.themoviedb.org/movie/693134
475557,Joker,2019,122,Crime|Thriller|Drama,8.131,26959,https://www.themoviedb.org/movie/475557
20914,My Friends,1975,140,Comedy,8.13,725,https://www.themoviedb.org/movie/20914
9702,Bound by Honor,1993,180,Crime|Action|Drama|Thriller,8.129,1461,https://www.themoviedb.org/movie/9702
1103621,How to Make Millions Before Grandma Dies,2024,126,Drama,8.125,317,https://www.themoviedb.org/movie/1103621
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,Comedy|War,8.125,5931,https://www.themoviedb.org/movie/935
600,Full Metal Jacket,1987,117,Drama|War,8.124,11060,https://www.themoviedb.org/movie/600
422,8½,1963,139,Drama,8.1,2436,https://www.themoviedb.org/movie/422
810693,Jujutsu Kaisen 0,2021,105,Animation|Action|Fantasy,8.1,1575,https://www.themoviedb.org/movie/810693
500,Reservoir Dogs,1992,99,Crime|Thriller,8.118,14940,https://www.themoviedb.org/movie/500
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019,91,Drama|Fantasy|Animation,8.1,421,https://www.themoviedb.org/movie/610892
1398,Stalker,1979,162,Science Fiction|Drama,8.1,2375,https://www.themoviedb.org/movie/1398
38288,"“The Shorts” by Aldo, Giovanni and Giacomo",1996,130,Comedy,8.1,355,https://www.themoviedb.org/movie/38288
795607,Green Snake,2021,131,Animation|Fantasy|Action|Adventure,8.1,343,https://www.themoviedb.org/movie/795607
406997,Wonder,2017,113,Family|Drama,8.112,8097,https://www.themoviedb.org/movie/406997
3780,Red Beard,1965,185,Drama,8.1,386,https://www.themoviedb.org/movie/3780
531428,Portrait of a Lady on Fire,2019,121,Drama|Romance|History,8.109,2797,https://www.themoviedb.org/movie/531428
1026227,There's Still Tomorrow,2023,118,Drama|Comedy|History,8.105,1440,https://www.themoviedb.org/movie/1026227
100,"Lock, Stock and Two Smoking Barrels",1998,105,Comedy|Crime,8.105,6925,https://www.themoviedb.org/movie/100
996,Double Indemnity,1944,107,Crime|Thriller,8.104,1924,https://www.themoviedb.org/movie/996
398818,Call Me by Your Name,2017,132,Romance|Drama,8.103,12487,https://www.themoviedb.org/movie/398818
46738,Incendies,2010,131,Drama|War|Mystery,8.103,3058,https://www.themoviedb.org/movie/46738
10681,WALL·E,2008,98,Animation|Family|Science Fiction,8.103,19641,https://www.themoviedb.org/movie/10681
791373,Zack Snyder's Justice League,2021,242,Action|Adventure|Fantasy,8.102,10473,https://www.themoviedb.org/movie/791373
600354,The Father,2020,97,Drama,8.102,3451,https://www.themoviedb.org/movie/600354
508442,Soul,2020,101,Animation|Family|Comedy|Fantasy|Drama,8.102,11014,https://www.themoviedb.org/movie/508442
20334,The Shop Around the Corner,1940,99,Comedy|Drama|Romance,8.1,781,https://www.themoviedb.org/movie/20334
146233,Prisoners,2013,153,Drama|Thriller|Crime,8.1,12555,https://www.themoviedb.org/movie/146233
19,Metropolis,1927,153,Drama|Science Fiction,8.1,2961,https://www.themoviedb.org/movie/19
614,Wild Strawberries,1957,91,Drama,8.099,1738,https://www.themoviedb.org/movie/614
103663,The Hunt,2012,116,Drama,8.094,4520,https://www.themoviedb.org/movie/103663
843,In the Mood for Love,2000,99,Drama|Romance,8.1,3069,https://www.themoviedb.org/movie/843
24382,Big Deal on Madonna Street,1958,106,Comedy|Crime,8.094,750,https://www.themoviedb.org/movie/24382
655,"Paris, Texas",1984,145,Drama,8.095,2078,https://www.themoviedb.org/movie/655
755812,"Miraculous World: New York, United HeroeZ",2020,61,Animation|TV Movie|Fantasy|Action,8.1,1120,https://www.themoviedb.org/movie/755812
663558,New Gods: Nezha Reborn,2021,116,Animation|Fantasy|Action,8.093,486,https://www.themoviedb.org/movie/663558
239,Some Like It Hot,1959,122,Comedy|Romance|Crime,8.092,3702,https://www.themoviedb.org/movie/239
38,Eternal Sunshine of the Spotless Mind,2004,108,Science Fiction|Drama|Romance,8.1,15798,https://www.themoviedb.org/movie/38
664767,Mortal Kombat Legends: Scorpion's Revenge,2020,80,Animation|Action|Fantasy,8.09,1427,https://www.themoviedb.org/movie/664767
470044,The Hate U Give,2018,133,Crime|Drama,8.09,2183,https://www.themoviedb.org/movie/470044
11878,Yojimbo,1961,110,Drama|Thriller,8.1,1600,https://www.themoviedb.org/movie/11878
149871,The Tale of The Princess Kaguya,2013,137,Animation|Drama|Fantasy,8.087,1902,https://www.themoviedb.org/movie/149871
282848,Doctor Who: The Time of the Doctor,2013,60,Drama|Science Fiction|TV Movie,8.1,301,https://www.themoviedb.org/movie/282848
387,Das Boot,1981,150,Drama|History|War,8.087,2375,https://www.themoviedb.org/movie/387
20532,Sansho the Bailiff,1954,124,Drama,8.085,406,https://www.themoviedb.org/movie/20532
406,La Haine,1995,98,Drama,8.085,4334,https://www.themoviedb.org/movie/406
411088,The Invisible Guest,2017,107,Drama|Mystery|Thriller,8.084,4787,https://www.themoviedb.org/movie/411088
12445,Harry Potter and the Deathly Hallows: Part 2,2011,130,Fantasy|Adventure,8.084,21407,https://www.themoviedb.org/movie/12445
705,All About Eve,1950,139,Drama,8.079,1620,https://www.themoviedb.org/movie/705
831827,Far from the Tree,2021,7,Animation|Family,8.076,383,https://www.themoviedb.org/movie/831827
55823,The Great War,1959,137,Comedy|War|Drama,8.076,363,https://www.themoviedb.org/movie/55823
7345,There Will Be Blood,2007,158,Drama,8.075,7071,https://www.themoviedb.org/movie/7345
2457,Children of Paradise,1945,190,Drama|Romance,8.073,437,https://www.themoviedb.org/movie/2457
832,M,1931,111,Drama|Thriller|Crime,8.069,2349,https://www.themoviedb.org/movie/832
8392,My Neighbor Totoro,1988,86,Fantasy|Animation|Family,8.1,8455,https://www.themoviedb.org/movie/8392
1091,The Thing,1982,109,Horror|Mystery|Science Fiction,8.07,7541,https://www.themoviedb.org/movie/1091
31439,To Live,1994,133,Drama|Romance|War,8.069,347,https://www.themoviedb.org/movie/31439
11659,The Best of Youth,2003,367,Drama|History|Romance,8.067,581,https://www.themoviedb.org/movie/11659
62,2001: A Space Odyssey,1968,149,Science Fiction|Mystery|Adventure,8.064,12133,https://www.themoviedb.org/movie/62
1064486,Memoir of a Snail,2024,94,Animation|Drama|Comedy,8.061,683,https://www.themoviedb.org/movie/1064486
359940,"Three Billboards Outside Ebbing, Missouri",2017,115,Crime|Drama,8.061,10549,https://www.themoviedb.org/movie/359940
21634,Prayers for Bobby,2009,89,Drama|History|TV Movie,8.06,605,https://www.themoviedb.org/movie/21634
7347,Elite Squad,2007,115,Drama|Action|Crime,8.06,2584,https://www.themoviedb.org/movie/7347
762975,Purple Hearts,2022,122,Romance|Drama,8.058,2771,https://www.themoviedb.org/movie/762975
4348,Pride & Prejudice,2005,127,Drama|Romance,8.058,8466,https://www.themoviedb.org/movie/4348
133919,Scenes from a Marriage,1974,169,Drama|Romance,8.1,386,https://www.themoviedb.org/movie/133919
439,La Dolce Vita,1960,176,Comedy|Drama,8.055,1969,https://www.themoviedb.org/movie/439
522518,A Dog's Journey,2019,109,Family|Adventure|Drama,8.054,1581,https://www.themoviedb.org/movie/522518
11423,Memories of Murder,2003,131,Crime|Drama|Thriller,8.052,4280,https://www.themoviedb.org/movie/11423
381284,Hidden Figures,2016,127,Drama|History,8.05,10158,https://www.themoviedb.org/movie/381284
992,Sherlock Jr.,1924,45,Action|Comedy|Mystery,8.05,1096,https://www.themoviedb.org/movie/992
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019,90,Animation|Adventure|Comedy|Fantasy,8.049,586,https://www.themoviedb.org/movie/532067
1955,The Elephant Man,1980,124,Drama|History,8,3759,https://www.themoviedb.org/movie/1955
518068,Along with the Gods: The Last 49 Days,2018,141,Action|Adventure|Fantasy|Thriller,8.047,713,https://www.themoviedb.org/movie/518068
548,Rashomon,1950,88,Crime|Drama|Mystery,8.047,2406,https://www.themoviedb.org/movie/548
872585,Oppenheimer,2023,181,Drama|History,8.046,10929,https://www.themoviedb.org/movie/872585
437068,A Taxi Driver,2017,138,Action|Drama|History,8.045,1091,https://www.themoviedb.org/movie/437068
11645,Ran,1985,160,Action|Drama|History,8,1696,https://www.themoviedb.org/movie/11645
1244492,Look Back,2024,58,Animation|Drama,8,424,https://www.themoviedb.org/movie/1244492
640344,Me Against You: Mr. S's Vendetta,2020,64,Family|Fantasy,8,469,https://www.themoviedb.org/movie/640344
555604,Guillermo del Toro's Pinocchio,2022,117,Animation|Fantasy|Adventure|Drama,8.042,3168,https://www.themoviedb.org/movie/555604
334543,Lion,2016,118,Drama,8.042,6792,https://www.themoviedb.org/movie/334543
42229,A Special Day,1977,106,Drama|Romance,8.042,725,https://www.themoviedb.org/movie/42229
582,The Lives of Others,2006,137,Drama|Thriller,8,3914,https://www.themoviedb.org/movie/582
397567,Along with the Gods: The Two Worlds,2017,139,Action|Adventure|Drama|Fantasy|Thriller,8.036,1130,https://www.themoviedb.org/movie/397567
638507,How to Train Your Dragon: Homecoming,2019,22,Animation|Fantasy|Adventure|Action|Family,8,1067,https://www.themoviedb.org/movie/638507
120467,The Grand Budapest Hotel,2014,100,Comedy|Drama,8.034,15517,https://www.themoviedb.org/movie/120467
26022,My Name Is Khan,2010,165,Drama|Romance,8.033,1378,https://www.themoviedb.org/movie/26022
550776,Believe Me: The Abduction of Lisa McVey,2018,87,Drama|TV Movie|Crime,8.031,666,https://www.themoviedb.org/movie/550776
310569,The Second Mother,2015,112,Drama,8.031,762,https://www.themoviedb.org/movie/310569
800,The Young and the Damned,1950,82,Drama|Crime,8.03,511,https://www.themoviedb.org/movie/800
400608,Bo Burnham: Make Happy,2016,60,Comedy|Music,8.027,413,https://www.themoviedb.org/movie/400608
106646,The Wolf of Wall Street,2013,180,Crime|Drama|Comedy,8.027,25150,https://www.themoviedb.org/movie/106646
279,Amadeus,1984,160,History|Music|Drama,8,4532,https://www.themoviedb.org/movie/279
538362,On My Skin,2018,100,Drama,8.022,1871,https://www.themoviedb.org/movie/538362
785534,Paper Lives,2021,96,Drama,8.021,398,https://www.themoviedb.org/movie/785534
307,"Rome, Open City",1945,103,Drama|War,8.021,941,https://www.themoviedb.org/movie/307
147,The 400 Blows,1959,99,Drama,8.021,2244,https://www.themoviedb.org/movie/147
698687,Transformers One,2024,104,Animation|Science Fiction|Adventure|Family,8.02,1430,https://www.themoviedb.org/movie/698687
9277,The Sting,1973,129,Comedy|Crime|Drama,8.019,2796,https://www.themoviedb.org/movie/9277
610461,"Veinteañera, divorciada y fantástica",2020,93,Comedy,8,390,https://www.themoviedb.org/movie/610461
